Clase,Color dominante,Forma,Piel/cáscara,Semillas/hueso,Jugosidad,Sabor dominante,Dulzor,Acidez,Textura,Aroma,Preparación típica,Consumo habitual,Plato frecuente,Temperatura de consumo,Parte comestible,Conservación,Vida útil,Estacionalidad,Sensibilidad al golpe,Facilidad de limpieza/pelado,Contenido de agua,Fibra,Grasas,Procesamiento,Piel comestible
Crema de zanahoria,Amarillo,Alargado,Sin piel,Sin,Media,Umami,Alto,Baja,Harinoso,Medio,Cocido,Acompañante,Sopa,Caliente,Grano,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Medias,Medio,No
Crema de pimentón,Blanco,Irregular,Sin piel,Sin,Media,Umami,Medio,Media,Crujiente,Medio,Cocido,Solo,Snack,Ambiente,Pulpa,Refrigerar,Media,Todo el año,Baja,Media,Alto,Baja,Altas,Medio,No
Crema de lechuga,Blanco,Irregular,Sin piel,Sin,Baja,Umami,Bajo,Baja,Crujiente,Medio,Cocido,Acompañante,Principal,Ambiente,Grano,Ambiente,Media,Todo el año,Baja,Media,Medio,Media,Medias,Alto,No
Arepa de maíz,Rojo,Alargado,Sin piel,Sin,Media,Dulce,Bajo,Baja,Crujiente,Alto,Cocido,Acompañante,Postre,Caliente,Semilla,Refrigerar,Media,Todo el año,Media,Media,Alto,Baja,Altas,Alto,No
Arepa de yuca,Café,Redondo,Sin piel,Sin,Baja,Umami,Medio,Media,Crujiente,Bajo,Cocido,Solo,Sopa,Ambiente,Semilla,Ambiente,Media,Todo el año,Media,Media,Medio,Baja,Medias,Alto,No
Arepa de arroz,Verde,Redondo,Sin piel,Sin,Baja,Salado,Medio,Baja,Fibroso,Bajo,Cocido,Acompañante,Ensalada,Ambiente,Semilla,Ambiente,Media,Todo el año,Media,Alta,Alto,Baja,Altas,Medio,No
Pan de arroz,Rojo,Plano,Sin piel,Sin,Baja,Dulce,Bajo,Media,Cremoso,Medio,Cocido,Solo,Sopa,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Media,Medio,Baja,Altas,Medio,No
Arepa de quinua,Blanco,Irregular,Sin piel,Sin,Media,Dulce,Alto,Media,Cremoso,Medio,Cocido,Acompañante,Sopa,Caliente,Grano,Ambiente,Media,Todo el año,Media,Media,Alto,Media,Medias,Alto,No
Pan de quinua,Café,Plano,Sin piel,Sin,Media,Dulce,Bajo,Media,Harinoso,Alto,Cocido,Solo,Ensalada,Caliente,Semilla,Ambiente,Media,Todo el año,Baja,Alta,Medio,Baja,Altas,Medio,No
Arepa de avena,Café,Irregular,Sin piel,Sin,Media,Salado,Alto,Media,Harinoso,Bajo,Cocido,Acompañante,Postre,Ambiente,Grano,Ambiente,Media,Todo el año,Media,Alta,Alto,Media,Medias,Medio,No
Jugo de mango light,Amarillo,Plano,Sin piel,Sin,Alta,Ácido,Bajo,Alta,Jugoso,Alto,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Batido de mango con leche,Rojo,Plano,Sin piel,Sin,Alta,Ácido,Bajo,Baja,Jugoso,Medio,Ambos,Solo,Snack,Ambiente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Medio,No
Jugo de fresa light,Blanco,Plano,Sin piel,Sin,Alta,Ácido,Medio,Alta,Jugoso,Bajo,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Batido de fresa con leche,Café,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Alto,Ambos,Solo,Snack,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Medias,Mínimo,No
Jugo de mora light,Blanco,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Jugo,Ambiente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Batido de mora con leche,Rojo,Plano,Sin piel,Sin,Alta,Ácido,Bajo,Alta,Jugoso,Alto,Ambos,Solo,Snack,Ambiente,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Altas,Alto,No
Jugo de papaya light,Amarillo,Plano,Sin piel,Sin,Alta,Dulce,Alto,Baja,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Jugo de maracuyá light,Verde,Plano,Sin piel,Sin,Alta,Amargo,Bajo,Baja,Jugoso,Alto,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
Batido de maracuyá con leche,Blanco,Plano,Sin piel,Sin,Alta,Dulce,Alto,Baja,Cremoso,Alto,Ambos,Solo,Snack,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Mínimo,No
Jugo de lulo light,Rojo,Plano,Sin piel,Sin,Alta,Ácido,Medio,Media,Jugoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Batido de lulo con leche,Verde,Plano,Sin piel,Sin,Alta,Umami,Medio,Baja,Cremoso,Bajo,Ambos,Solo,Snack,Frío,Líquido,Ambiente,Larga,Todo el año,Baja,Alta,Alto,Baja,Medias,Medio,No
Jugo de guanábana light,Verde,Plano,Sin piel,Sin,Alta,Amargo,Bajo,Alta,Jugoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Refrigerar,Larga,Todo el año,Baja,Alta,Alto,Baja,Bajas,Alto,No
Batido de guanábana con leche,Amarillo,Plano,Sin piel,Sin,Alta,Umami,Medio,Alta,Jugoso,Medio,Ambos,Solo,Snack,Frío,Líquido,Refrigerar,Media,Todo el año,Baja,Alta,Alto,Baja,Altas,Mínimo,No
Jugo de piña light,Amarillo,Plano,Sin piel,Sin,Alta,Dulce,Alto,Alta,Cremoso,Bajo,Ambos,Solo,Jugo,Caliente,Líquido,Ambiente,Media,Todo el año,Baja,Alta,Alto,Baja,Bajas,Medio,No
